location,item,item_ID,npc_ID,npc_experience,init,description,condition,threshold,wordview,bgm
记忆圣所,黑沙,39,,,1.0,"<placeholder_for_img:memory>
<p class=""trait-warning"">这里是哪里？我的灵能所造还是鬣狗的灵魂映射？</p>",,,游戏设定主角会通灵术，为了拯救被施法的特工，使用通灵术同步他的记忆。特工曾经是个卧底，卧底队友被恐怖分子发现后主角不得不亲自处决队友以此换取信任，现在特工归来了，得到了队友的信件。但是由于外部施法，此处的场景变为了记忆圣所，主角需要在特工视角下抵御法术的侵扰，读出特工队友的信件。,bgm8
记忆圣所,火盆,40,,,1.0,墙角铸铁火盆跃动着无温蓝焰。,,,游戏设定主角会通灵术，为了拯救被施法的特工，使用通灵术同步他的记忆。特工曾经是个卧底，卧底队友被恐怖分子发现后主角不得不亲自处决队友以此换取信任，现在特工归来了，得到了队友的信件。但是由于外部施法，此处的场景变为了记忆圣所，主角需要在特工视角下抵御法术的侵扰，读出特工队友的信件。,bgm8
记忆圣所,星群,41,,,1.0,窗外星群随你的心跳收缩频率闪烁。,,,游戏设定主角会通灵术，为了拯救被施法的特工，使用通灵术同步他的记忆。特工曾经是个卧底，卧底队友被恐怖分子发现后主角不得不亲自处决队友以此换取信任，现在特工归来了，得到了队友的信件。但是由于外部施法，此处的场景变为了记忆圣所，主角需要在特工视角下抵御法术的侵扰，读出特工队友的信件。,bgm8
记忆圣所,棱镜,42,,,1.0,"你意识到通灵术被阻断了，灵魂感到刺痛甚至于灼烧感——黑沙不仅正在侵蚀鬣狗的记忆，神智还正在侵蚀你的灵能。你原本的灵能不再和鬣狗同步，化为了记忆圣所中间的巨大棱镜。
现在只能寄希望于鬣狗了。",,,游戏设定主角会通灵术，为了拯救被施法的特工，使用通灵术同步他的记忆。特工曾经是个卧底，卧底队友被恐怖分子发现后主角不得不亲自处决队友以此换取信任，现在特工归来了，得到了队友的信件。但是由于外部施法，此处的场景变为了记忆圣所，主角需要在特工视角下抵御法术的侵扰，读出特工队友的信件。,bgm8
记忆圣所,黑沙,,10,,0.0,信件没有被冷焰灼烧，但是黑色沙粒却开始扭曲变形，突然凝成百足黑蜈蚣裂信而出，毒颚大开向你袭来。,,,游戏设定主角会通灵术，为了拯救被施法的特工，使用通灵术同步他的记忆。特工曾经是个卧底，卧底队友被恐怖分子发现后主角不得不亲自处决队友以此换取信任，现在特工归来了，得到了队友的信件。但是由于外部施法，此处的场景变为了记忆圣所，主角需要在特工视角下抵御法术的侵扰，读出特工队友的信件。,bgm8
壁画窟,,0,,,1.0,在一阵耳鸣声中，青砖地凉意透过衣料；你闻到了陈年矿物腥气，混合着新鲜漆料的酸腐味，直冲天灵盖,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了壁画窟，主角需要在这里想办法找到绿衣人的线索。,bgm9
壁画窟,鬓狗,,11,,1.0,眼前鬣狗反握匕首，指节仍泛白，但眼尾戾气已散。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了壁画窟，主角需要在这里想办法找到绿衣人的线索。,bgm9
壁画窟,壁画,43,,,1.0,周围壁画画着这个世界不存在的景象：透明的瓷瓶，冰冷的机械，还有浑身包着黑布的细作。那分明是鬣狗的世界。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了壁画窟，主角需要在这里想办法找到绿衣人的线索。,bgm9
壁画窟,画匠,,12,,1.0,后方的画匠看到这一景象，直接一个踉跄倒在了地上，嘴巴颤抖着不敢说话。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了壁画窟，主角需要在这里想办法找到绿衣人的线索。,bgm9
壁画窟,马骨笔,44,,,0.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了壁画窟，主角需要在这里想办法找到绿衣人的线索。,bgm9
壁画窟,发光沙粒,45,,,0.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了壁画窟，主角需要在这里想办法找到绿衣人的线索。,bgm9
壁画窟x,,0,,,1.0,在一阵耳鸣声中，青砖地凉意透过衣料；你闻到了陈年矿物腥气，混合着新鲜漆料的酸腐味，直冲天灵盖,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了壁画窟，又在此地杀害了鬣狗，主角需要在这里想办法找到绿衣人的线索。,bgm9
壁画窟x,壁画,74,,,1.0,周围壁画画着这个世界不存在的景象：透明的瓷瓶，冰冷的机械，还有浑身包着黑布的细作。那分明是鬣狗的世界。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了壁画窟，又在此地杀害了鬣狗，主角需要在这里想办法找到绿衣人的线索。,bgm9
壁画窟x,画匠,,12,,1.0,"后方的画匠看到这一景象，直接一个踉跄倒在了地上，嘴巴颤抖着不敢说话。
<placeholder_for_img:inside_cave>",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了壁画窟，又在此地杀害了鬣狗，主角需要在这里想办法找到绿衣人的线索。,bgm9
壁画窟x,马骨笔,75,,,0.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了壁画窟，又在此地杀害了鬣狗，主角需要在这里想办法找到绿衣人的线索。,bgm9
壁画窟x,发光沙粒,76,,,0.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了壁画窟，又在此地杀害了鬣狗，主角需要在这里想办法找到绿衣人的线索。,bgm9
九渊地宫外侧,,0,,,1.0,"你和鬣狗顺着指引来到一座地宫前，地宫青铜门覆满青苔，残阳将石阶染成血色。金属冷光在门环上一闪——
<p class=""snake-fadeIn"">趴下！</p>
鬣狗横肘扫倒你的瞬间，灼热弹痕擦着发髻钉入石壁。
他借翻滚之势撞入槐树阴影，左掌钳住杀手手腕反拧，弹匣滑落的同时拇指顶开套筒退膛，整套动作在枪械分解的金属脆响中完成。
<placeholder_for_img:sneak>",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫外侧，遭遇到了鬣狗前队友鬓狗的偷袭。,bgm10
九渊地宫外侧x,,0,,,1.0,"你顺着指引来到一座地宫前，地宫青铜门覆满青苔，残阳将石阶染成血色。金属冷光在门环上一闪——
""！""
三棱镖擦着颈侧钉入石壁时，你旋身踏裂满地枯骨，冷铁腥气还凝在喉头。
<placeholder_for_img:sneak>",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，跟随线索来到了九渊地宫外侧后，现在遭遇到了鬣狗前队友鬓狗的偷袭。,bgm10
九渊地宫,,0,,,1.0,"腐液滴落声在甬道回响。
鬣狗突然按住你肩膀，示意你别再向前。",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
九渊地宫,僵尸们,46,,,1.0,"前面房间内僵尸们正在无神地走着，藤蔓和蛆虫正从他们空洞的眼窝里钻出。
显然是要埋伏你们的。
<placeholder_for_img:under1>",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
九渊地宫,,,16,,1.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
九渊地宫,,0,,,1.0,"你嗅到一股臭鸡蛋的味道，或许室内有瘴气。
或许鬣狗有什么东西可以引燃？",sense,8.0,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
九渊地宫x,,0,,,1.0,"腐液滴落声在甬道回响。
前方十三盏长明灯映出了下一个房间的景象：
",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，跟随线索独自一人来到了九渊地宫。,bgm11
九渊地宫x,僵尸们,47,,,1.0,"房间内僵尸们正在无神地走着，藤蔓和蛆虫正从他们空洞的眼窝里钻出。
显然是要埋伏你的。
<placeholder_for_img:under1>",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，跟随线索独自一人来到了九渊地宫。,bgm11
九渊地宫x,,0,,,1.0,"你嗅到一股臭鸡蛋的味道，或许室内有瘴气。
但是你身上没有任何引燃的东西。",sense,8.0,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，跟随线索独自一人来到了九渊地宫。,bgm11
主墓室,,0,,,1.0,"你们经过墓道，墓道尽头豁然洞开，青铜灯盏在墙壁次第燃起。
""咔哒""机括咬合声从身后传来，千斤石门轰然坠地。
<p class=""snake-fadeIn"">小心点，恐怕还有别的机关。</p>",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
主墓室,石碑,48,,,1.0,七尺石碑矗立中央，阴刻的殄文在冷光中泛青。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
主墓室,棺材,49,,,1.0,"<p class=""snake-fadeIn"">棺盖厚度能防穿甲弹。</p>
鬣狗敲击青铜棺材，回声沉闷如雷。棺材的大小甚至已经到了你的肩部。",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
主墓室,,0,,,1.0,"<placeholder_for_img:under2>
你感受到你的灵魂正在慢慢被剥离肉体，需要快一点离开这里。",sense,7.0,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
主墓室,肉酱,50,,,0.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
主墓室,辅助变量1,54,,,1.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
主墓室,辅助变量2,55,,,1.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
主墓室,鬣狗,,22,,1.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
主墓室x,,0,,,1.0,"你经过墓道，墓道尽头豁然洞开，青铜灯盏在墙壁次第燃起。
""咔哒""机括咬合声从身后传来，千斤石门轰然坠地。
恐怕还有别的机关。",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
主墓室x,石碑,51,,,1.0,七尺石碑矗立中央，阴刻的殄文在冷光中泛青。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，现在自己只身一人来到了九渊地宫。,bgm11
主墓室x,棺材,52,,,1.0,敲击青铜棺材，回声沉闷如雷。棺材的大小甚至已经到了你的肩部。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，现在自己只身一人来到了九渊地宫。,bgm11
主墓室x,,0,,,1.0,"<placeholder_for_img:under2>
你感受到你的灵魂正在慢慢被剥离肉体，需要快一点离开这里。",sense,7.0,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，现在自己只身一人来到了九渊地宫。,bgm11
主墓室x,肉酱,53,,,0.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，现在自己只身一人来到了九渊地宫。,bgm11
主墓室x,辅助变量1,56,,,1.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，现在自己只身一人来到了九渊地宫。,bgm11
主墓室x,辅助变量2,57,,,1.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，现在自己只身一人来到了九渊地宫。,bgm11
观星台,,0,,,1.0,你们进入放光的房间内，地面仍硌着靴底，可四壁已消融在星幕之中。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
观星台,鬣狗,,23,,1.0,你和鬣狗宛如立于宇宙中，周围皆是无尽星空。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
观星台,,0,,,1.0,"<p class=""snake-fadeIn"">小心！</p>
鬣狗为你挡住了一次攻击，
已经化为僵尸的鬓狗站在你们的面前。",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
观星台,星空,58,,,1.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
观星台,特殊星星,59,,,0.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,
观星台,鬓狗尸体,60,,,1.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代并来到了九渊地宫。,bgm11
观星台x,,0,,,1.0,你进入放光的房间内，地面仍硌着靴底，可四壁已消融在星幕之中。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，现在自己只身一人来到了九渊地宫。,bgm11
观星台x,星空,61,,,1.0,宛如立于宇宙中，周围皆是无尽星空。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，现在自己只身一人来到了九渊地宫。,bgm11
观星台x,,0,,,1.0,"你感到一丝寒意，
躲过了藏在这里的前特工的攻击。
已经化为僵尸的鬓狗再一次站在你的面前。",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，现在自己只身一人来到了九渊地宫。,bgm11
观星台x,鬓狗尸体,62,,,1.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，现在自己只身一人来到了九渊地宫。,bgm11
观星台x,特殊星星,63,,,0.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代又干掉了鬣狗，现在自己只身一人来到了九渊地宫。,bgm11
地心国,,0,,,1.0,"你跌落在环形石阶上，青砖地面布满凹槽。
一阵晕眩过后，你观察四周，",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代，之后又从九渊地宫中被灵魂风暴所开启的传送门传到了这个地心国。,bgm12
地心国,墓碑,64,,,1.0,发现这里似乎位于地下数十块玄色墓碑零落矗立，底部延伸出墨线，,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代，之后又从九渊地宫中被灵魂风暴所开启的传送门传到了这个地心国。,bgm12
地心国,触屏电脑,65,,,1.0,"全部汇聚向中央的柱形墙壁，上面还有一块发光的玻璃板。
在鬣狗的世界里，那似乎应该叫“触屏电脑”。
你又仔细看了一下，意识到一个恐怖的事实：
这个房间没有出去的门。
<placeholder_for_img:core>",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代，之后又从九渊地宫中被灵魂风暴所开启的传送门传到了这个地心国。,bgm12
地心国,辅助变量3,66,,,1.0,,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，现在和鬣狗一起穿越回到了自己的时代，之后又从九渊地宫中被灵魂风暴所开启的传送门传到了这个地心国。,bgm12
寒铁狱城,,0,,,1.0,"剧烈的痛苦渐渐褪去，取而代之的是一股寒气。
你感觉有白霜在睫毛凝结，每一次呼吸都在空气中刻下短暂的冰纹，",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代后从壁画窟的那里得到线索追踪到九渊地宫，在那里被灵魂风暴带到了地心国，之后又被传送到了这里——寒铁狱城。,truth
寒铁狱城,熔炉,67,,,1.0,然而三丈外巨大熔炉赤红的炉火将铁水映在冰墙上，蒸腾的热浪扭曲了悬挂的冰棱。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代后从壁画窟的那里得到线索追踪到九渊地宫，在那里被灵魂风暴带到了地心国，之后又被传送到了这里——寒铁狱城。,truth
寒铁狱城,苦修者,,24,,1.0,你认出了冰墙前枯瘦蜷缩着的身影，那是曾在大漠地下的苦修者。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代后从壁画窟的那里得到线索追踪到九渊地宫，在那里被灵魂风暴带到了地心国，之后又被传送到了这里——寒铁狱城。,truth
寒铁狱城,传送门,72,,,1.0,冰墙侧畔，一道传送门无声矗立，规模远超地宫所见。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代后从壁画窟的那里得到线索追踪到九渊地宫，在那里被灵魂风暴带到了地心国，之后又被传送到了这里——寒铁狱城。,truth
寒铁狱城,鬣狗,,25,,1.0,鬣狗半跪传送门前，,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代后从壁画窟的那里得到线索追踪到九渊地宫，在那里被灵魂风暴带到了地心国，之后又被传送到了这里——寒铁狱城。,truth
寒铁狱城,绿衣人尸体,68,,,1.0,"正在检查一具浑身绿衣的尸体。
<placeholder_for_img:cold>",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代后从壁画窟的那里得到线索追踪到九渊地宫，在那里被灵魂风暴带到了地心国，之后又被传送到了这里——寒铁狱城。,truth
寒铁狱城x,,0,,,1.0,"剧烈的痛苦渐渐褪去，取而代之的是一股寒气。
你感觉有白霜在睫毛凝结，每一次呼吸都在空气中刻下短暂的冰纹，",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代后又杀害鬣狗；主角从壁画窟的那里得到线索追踪到九渊地宫，在那里被灵魂风暴带到了地心国，之后又被传送到了这里——寒铁狱城。,truth
寒铁狱城x,熔炉,69,,,1.0,然而三丈外巨大熔炉赤红的炉火将铁水映在冰墙上，蒸腾的热浪扭曲了悬挂的冰棱。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代后又杀害鬣狗；主角从壁画窟的那里得到线索追踪到九渊地宫，在那里被灵魂风暴带到了地心国，之后又被传送到了这里——寒铁狱城。,truth
寒铁狱城x,苦修者,,26,,1.0,你认出了冰墙前枯瘦蜷缩着的身影，那是曾在大漠地下的苦修者。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代后又杀害鬣狗；主角从壁画窟的那里得到线索追踪到九渊地宫，在那里被灵魂风暴带到了地心国，之后又被传送到了这里——寒铁狱城。,truth
寒铁狱城x,传送门,73,,,1.0,冰墙侧畔，一道传送门无声矗立，规模远超地宫所见。,,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代后又杀害鬣狗；主角从壁画窟的那里得到线索追踪到九渊地宫，在那里被灵魂风暴带到了地心国，之后又被传送到了这里——寒铁狱城。,truth
寒铁狱城x,绿衣人尸体,70,,,1.0,"门前一具浑身绿衣的尸体格外扎眼。
<placeholder_for_img:cold>",,,游戏设定主角为了追踪“绿衣人”从中国古代穿越到现代，获取现代知识并拯救了特工“鬣狗”，和鬣狗一起穿越回到了自己的时代后又杀害鬣狗；主角从壁画窟的那里得到线索追踪到九渊地宫，在那里被灵魂风暴带到了地心国，之后又被传送到了这里——寒铁狱城。,truth
梵脉,,0,,,1.0,通过传送门，你看到由无数灵魂组成的星空。,,,游戏设定主角舍弃了自己的肉身，由灵魂状态进入了梵脉。现在玩家只能看到绿衣人形象的灵魂以及有其他灵魂（主角眼里就是绿点）组成的绿色星空。绿衣人是主角一直追寻的大反派。,truth
梵脉,,,99,,1.0,"还有你一直追寻的绿衣人。
<placeholder_for_img:walter>",,,游戏设定主角舍弃了自己的肉身，由灵魂状态进入了梵脉。现在玩家只能看到绿衣人形象的灵魂以及有其他灵魂（主角眼里就是绿点）组成的绿色星空。绿衣人是主角一直追寻的大反派。,truth
